batter,bowler,runs,balls,fours,sixes,dismissals
AJ Tye,LE Plunkett,1,3,0,0,0
AJ Tye,M Prasidh Krishna,5,5,1,0,1
AJ Tye,MJ McClenaghan,14,4,0,2,0
AJ Tye,MM Sharma,3,3,0,0,0
AJ Tye,MP Stoinis,6,5,0,1,0
AJ Tye,SP Narine,2,2,0,0,0
AJ Tye,Sandeep Sharma,8,4,2,0,2
AJ Tye,TA Boult,2,4,0,0,1
AJ Tye,TM Head,2,2,0,0,0
AJ Tye,UT Yadav,4,6,0,0,1
AJ Tye,Washington Sundar,2,2,0,0,0
AK Markram,A Mishra,14,9,0,1,0
AK Markram,A Nortje,0,4,0,0,0
AK Markram,AD Russell,19,13,1,1,1
AK Markram,AJ Hosein,2,2,0,0,0
AK Markram,AJ Tye,2,2,0,0,0
AK Markram,AM Ghazanfar,7,5,1,0,0
AK Markram,AR Patel,35,25,3,1,2
AK Markram,AS Joseph,14,9,0,1,0
AK Markram,AS Roy,16,19,1,0,0
AK Markram,Abdul Samad,1,2,0,0,1
AK Markram,Abhishek Sharma,1,3,0,0,0
AK Markram,Akash Madhwal,3,3,0,0,0
AK Markram,Aman Hakim Khan,2,2,0,0,0
AK Markram,Arshad Khan,12,8,2,0,0
AK Markram,Arshdeep Singh,37,27,4,1,2
AK Markram,Ashok Sharma,6,4,0,1,0
AK Markram,Ashwani Kumar,8,5,0,1,0
AK Markram,Avesh Khan,1,1,0,0,0
AK Markram,B Kumar,2,2,0,0,0
AK Markram,C Green,8,6,1,0,2
AK Markram,C Sakariya,0,1,0,0,0
AK Markram,CH Morris,10,7,0,1,0
AK Markram,CJ Jordan,10,4,0,1,0
AK Markram,CV Varun,84,54,5,6,2
AK Markram,DJ Bravo,9,4,0,1,0
AK Markram,DL Chahar,27,24,3,0,0
AK Markram,E Malinga,8,7,1,0,0
AK Markram,G Coetzee,8,5,1,0,0
AK Markram,GHS Garton,6,7,1,0,1
AK Markram,GJ Maxwell,11,6,1,1,0
AK Markram,HH Pandya,26,18,0,2,1
AK Markram,HR Shokeen,9,3,0,1,0
AK Markram,HV Patel,16,18,1,0,1
AK Markram,Harpreet Brar,14,10,2,0,1
AK Markram,Harsh Dubey,29,18,2,2,0
AK Markram,Harshit Rana,17,15,1,1,1
AK Markram,I Sharma,1,2,0,0,0
AK Markram,J Overton,1,2,0,0,0
AK Markram,JC Archer,18,15,3,0,1
AK Markram,JD Unadkat,21,9,2,2,0
AK Markram,JJ Bumrah,12,18,0,0,1
AK Markram,JO Holder,3,4,0,0,0
AK Markram,JP Behrendorff,3,5,0,0,0
AK Markram,JR Hazlewood,3,9,0,0,0
AK Markram,K Rabada,41,19,5,2,0
AK Markram,KA Pollard,5,2,1,0,0
AK Markram,KH Pandya,4,8,0,0,3
AK Markram,KK Ahmed,18,18,2,0,2
AK Markram,KT Maphaka,5,2,1,0,0
AK Markram,KV Sharma,5,5,0,0,0
AK Markram,Kartik Tyagi,7,6,1,0,0
AK Markram,Kuldeep Yadav,32,21,1,3,1
AK Markram,LH Ferguson,41,24,2,3,1
AK Markram,LS Livingstone,7,9,0,0,0
AK Markram,M Jansen,17,11,2,1,1
AK Markram,M Pathirana,7,7,1,0,1
AK Markram,M Prasidh Krishna,38,20,5,2,2
AK Markram,M Theekshana,43,31,5,1,1
AK Markram,MA Starc,26,20,1,2,0
AK Markram,MG Bracewell,3,3,0,0,0
AK Markram,MJ Santner,24,13,1,2,1
AK Markram,MK Lomror,3,4,0,0,0
AK Markram,MM Ali,7,6,0,0,1
AK Markram,MM Sharma,7,6,0,0,0
AK Markram,MR Marsh,17,12,3,0,1
AK Markram,Mohammed Shami,17,12,1,1,2
AK Markram,Mohammed Siraj,47,38,6,0,0
AK Markram,Mohit Rathee,8,4,1,0,0
AK Markram,Mukesh Kumar,11,7,1,1,0
AK Markram,Mustafizur Rahman,11,10,1,0,0
AK Markram,N Burger,0,2,0,0,0
AK Markram,N Rana,3,3,0,0,0
AK Markram,NM Coulter-Nile,12,10,2,0,0
AK Markram,NT Ellis,24,11,5,0,0
AK Markram,Navdeep Saini,16,5,2,1,0
AK Markram,Nithish Kumar Reddy,10,7,2,0,0
AK Markram,Noor Ahmad,11,12,0,0,0
AK Markram,OC McCoy,5,3,1,0,0
AK Markram,PJ Cummins,26,13,2,2,0
AK Markram,PP Chawla,8,5,0,0,0
AK Markram,PVD Chameera,5,6,0,0,1
AK Markram,PWH de Silva,16,11,0,2,2
AK Markram,R Ashwin,8,11,0,0,0
AK Markram,R Parag,17,6,2,1,0
AK Markram,R Sai Kishore,7,6,1,0,1
AK Markram,R Tewatia,2,2,0,0,0
AK Markram,RA Jadeja,27,24,0,1,0
AK Markram,RD Chahar,24,24,2,0,1
AK Markram,RJW Topley,3,3,0,0,0
AK Markram,RP Meredith,2,4,0,0,0
AK Markram,Raghu Sharma,16,10,0,1,0
AK Markram,Ramandeep Singh,1,3,0,0,1
AK Markram,Rashid Khan,27,25,3,0,0
AK Markram,Rasikh Salam,9,5,0,1,1
AK Markram,Ravi Bishnoi,15,11,1,0,0
AK Markram,SH Johnson,22,8,3,1,0
AK Markram,SM Curran,2,3,0,0,0
AK Markram,SN Thakur,16,13,2,0,1
AK Markram,SP Narine,52,58,1,1,2
AK Markram,SZ Mulani,5,4,0,0,0
AK Markram,Sandeep Sharma,8,7,0,0,0
AK Markram,Shahbaz Ahmed,3,5,0,0,1
AK Markram,Shivang Kumar,6,4,1,0,1
AK Markram,Suyash Sharma,28,11,2,3,0
AK Markram,Swapnil Singh,4,2,1,0,1
AK Markram,TA Boult,24,14,5,0,1
AK Markram,TG Southee,6,7,0,0,0
AK Markram,TU Deshpande,14,13,1,0,0
AK Markram,UT Yadav,20,8,3,1,2
AK Markram,V Nigam,9,5,0,1,1
AK Markram,V Puthur,18,12,0,2,0
AK Markram,VG Arora,34,25,4,1,2
AK Markram,VR Iyer,2,2,0,0,0
AK Markram,Vijaykumar Vyshak,17,8,2,1,0
AK Markram,WD Parnell,2,2,0,0,0
AK Markram,WG Jacks,2,2,0,0,0
AK Markram,Washington Sundar,5,2,1,0,0
AK Markram,XC Bartlett,23,7,2,2,0
AK Markram,YS Chahal,25,20,1,1,1
AK Markram,Yash Dayal,18,19,1,0,1
AK Markram,Yash Thakur,0,2,0,0,0
AK Markram,Yudhvir Singh,6,3,1,0,0
AK Markram,Zeeshan Ansari,12,6,0,1,0
AL Menaria,A Ashish Reddy,9,4,0,1,0
AL Menaria,A Mishra,17,12,1,1,1
AL Menaria,A Nehra,6,7,1,0,1
AL Menaria,AD Mathews,7,9,0,0,0
AL Menaria,AM Nayar,1,2,0,0,0
AL Menaria,Anand Rajan,8,5,1,0,0
AL Menaria,Azhar Mahmood,5,2,1,0,0
AL Menaria,B Kumar,2,3,0,0,0
AL Menaria,B Lee,2,5,0,0,1
AL Menaria,BA Bhatt,0,1,0,0,1
AL Menaria,BJ Hodge,6,7,0,0,1
AL Menaria,CH Gayle,2,2,0,0,1
AL Menaria,CK Langeveldt,5,2,1,0,0
AL Menaria,DE Bollinger,2,4,0,0,1
AL Menaria,DJ Bravo,15,9,1,1,0
AL Menaria,DS Kulkarni,3,4,0,0,1
AL Menaria,DT Christian,2,5,0,0,0
AL Menaria,DW Steyn,2,5,0,0,0
AL Menaria,Harbhajan Singh,8,10,1,0,0
AL Menaria,IK Pathan,6,5,0,1,1
AL Menaria,Iqbal Abdulla,19,8,1,2,0
AL Menaria,JA Morkel,1,1,0,0,0
AL Menaria,JE Taylor,7,3,0,1,0
AL Menaria,JH Kallis,19,12,3,0,0
AL Menaria,JP Duminy,2,3,0,0,0
AL Menaria,KA Pollard,14,7,1,1,1
AL Menaria,KMDN Kulasekara,1,2,0,0,0
AL Menaria,L Balaji,0,2,0,0,1
AL Menaria,M Kartik,11,5,0,1,0
AL Menaria,MJ Clarke,1,2,0,0,1
AL Menaria,MM Patel,5,7,1,0,0
AL Menaria,MS Gony,2,2,0,0,0
AL Menaria,NL McCullum,12,10,0,1,0
AL Menaria,P Awana,9,13,0,0,0
AL Menaria,P Negi,2,4,0,0,1
AL Menaria,P Parameswaran,10,9,2,0,0
AL Menaria,PC Valthaty,15,8,1,1,0
AL Menaria,PP Chawla,27,20,0,2,2
AL Menaria,R Ashwin,9,15,1,0,2
AL Menaria,R Bhatia,14,13,1,0,0
AL Menaria,R McLaren,6,3,1,0,0
AL Menaria,R Sharma,2,6,0,0,1
AL Menaria,RA Jadeja,14,14,1,0,0
AL Menaria,RE van der Merwe,9,5,0,1,0
AL Menaria,RJ Harris,5,7,0,0,0
AL Menaria,RP Singh,6,4,1,0,0
AL Menaria,S Aravind,1,2,0,0,0
AL Menaria,S Nadeem,7,5,0,1,0
AL Menaria,S Randiv,1,3,0,0,0
AL Menaria,S Sreesanth,6,4,0,1,0
AL Menaria,SB Jakati,5,7,0,0,0
AL Menaria,SL Malinga,3,5,0,0,0
AL Menaria,SP Narine,11,8,1,0,0
AL Menaria,Shakib Al Hasan,11,12,1,0,0
AL Menaria,V Pratap Singh,0,1,0,0,1
AL Menaria,Y Gnaneswara Rao,7,5,1,0,0
AL Menaria,YK Pathan,13,14,0,1,1
AM Ghazanfar,Brijesh Sharma,1,2,0,0,0
AM Ghazanfar,MD Shanaka,1,1,0,0,0
AM Nayar,A Ashish Reddy,7,3,1,0,0
AM Nayar,A Flintoff,25,8,1,3,0
AM Nayar,A Kumble,3,3,0,0,0
AM Nayar,A Mishra,15,24,1,0,1
AM Nayar,A Nehra,2,7,0,0,2
AM Nayar,AB Agarkar,8,7,1,0,0
AM Nayar,AB Dinda,2,7,0,0,0
AM Nayar,AC Thomas,0,2,0,0,0
AM Nayar,AM Salvi,0,1,0,0,1
AM Nayar,AN Ahmed,3,4,0,0,1
AM Nayar,AR Patel,1,3,0,0,0
AM Nayar,Azhar Mahmood,8,7,1,0,0
AM Nayar,B Akhil,6,5,1,0,0
AM Nayar,B Geeves,0,1,0,0,1
AM Nayar,BAW Mendis,0,1,0,0,0
AM Nayar,BJ Hodge,10,9,1,0,1
AM Nayar,BW Hilfenhaus,5,4,1,0,0
AM Nayar,CH Gayle,2,6,0,0,0
AM Nayar,D Kalyankrishna,13,7,1,1,0
AM Nayar,D du Preez,10,4,2,0,0
AM Nayar,DE Bollinger,2,3,0,0,0
AM Nayar,DJ Bravo,0,1,0,0,0
AM Nayar,DL Vettori,1,1,0,0,0
AM Nayar,DNT Zoysa,16,7,2,1,1
AM Nayar,DP Nannes,5,2,1,0,0
AM Nayar,DT Christian,10,7,2,0,0
AM Nayar,DW Steyn,9,10,1,0,1
AM Nayar,FH Edwards,0,1,0,0,1
AM Nayar,GJ Maxwell,1,2,0,0,0
AM Nayar,Harbhajan Singh,9,6,1,0,1
AM Nayar,I Sharma,6,5,0,0,0
AM Nayar,IC Pandey,0,3,0,0,0
AM Nayar,IK Pathan,7,9,0,0,2
AM Nayar,Iqbal Abdulla,0,1,0,0,0
AM Nayar,J Botha,19,9,2,1,0
AM Nayar,JA Morkel,9,6,0,1,0
AM Nayar,JD Ryder,16,17,2,0,1
AM Nayar,JDP Oram,0,1,0,0,1
AM Nayar,JH Kallis,8,6,1,0,0
AM Nayar,JP Duminy,2,3,0,0,0
AM Nayar,JR Hopes,7,7,1,0,0
AM Nayar,Joginder Sharma,11,6,2,0,0
AM Nayar,K Goel,7,4,1,0,0
AM Nayar,KA Pollard,5,3,1,0,0
AM Nayar,KK Cooper,7,6,0,1,1
AM Nayar,KP Pietersen,4,4,0,0,1
AM Nayar,L Balaji,4,5,0,0,0
AM Nayar,LR Shukla,3,2,0,0,0
AM Nayar,M Kartik,10,14,1,0,2
AM Nayar,M Morkel,4,2,1,0,0
AM Nayar,M Muralitharan,20,25,1,0,0
AM Nayar,MG Johnson,12,14,1,0,0
AM Nayar,MM Patel,13,5,2,0,0
AM Nayar,MM Sharma,2,3,0,0,0
AM Nayar,MN Samuels,1,2,0,0,0
AM Nayar,NLTC Perera,0,2,0,0,1
AM Nayar,P Amarnath,24,7,3,1,0
AM Nayar,P Awana,12,11,0,1,0
AM Nayar,P Kumar,15,14,1,0,1
AM Nayar,PJ Sangwan,2,5,0,0,0
AM Nayar,PP Chawla,15,16,1,0,1
AM Nayar,PP Ojha,9,11,1,0,1
AM Nayar,R Ashwin,5,4,1,0,0
AM Nayar,R Bhatia,10,12,0,0,0
AM Nayar,R Rampaul,5,6,1,0,0
AM Nayar,R Sharma,1,2,0,0,0
AM Nayar,R Vinay Kumar,29,16,3,1,0
AM Nayar,RA Jadeja,2,1,0,0,0
AM Nayar,RE van der Merwe,4,8,0,0,0
AM Nayar,RG Sharma,0,3,0,0,1
AM Nayar,RJ Harris,5,5,1,0,0
AM Nayar,RP Singh,10,6,0,1,1
AM Nayar,RR Powar,2,3,0,0,0
AM Nayar,S Aravind,0,3,0,0,1
AM Nayar,SB Bangar,0,1,0,0,0
AM Nayar,SB Jakati,20,8,1,2,0
AM Nayar,SK Raina,10,10,0,1,0
AM Nayar,SK Trivedi,12,11,1,0,0
AM Nayar,SK Warne,24,16,3,0,0
AM Nayar,SL Malinga,7,8,0,0,1
AM Nayar,SR Watson,6,10,0,0,0
AM Nayar,STR Binny,2,1,0,0,0
AM Nayar,SW Tait,1,2,0,0,0
AM Nayar,Shahid Afridi,21,9,0,2,0
AM Nayar,Sohail Tanvir,0,2,0,0,1
AM Nayar,T Thushara,9,4,1,0,0
AM Nayar,TG Southee,0,1,0,0,1
AM Nayar,TL Suman,1,1,0,0,0
AM Nayar,V Sehwag,1,4,0,0,1
AM Nayar,VR Aaron,5,3,1,0,0
AM Nayar,VRV Singh,17,7,0,2,0
AM Nayar,WD Parnell,5,5,1,0,0
AM Nayar,Y Venugopal Rao,14,9,0,1,0
AM Nayar,YK Pathan,3,4,0,0,0
AM Nayar,YS Chahal,4,4,0,0,0
AM Nayar,Z Khan,2,3,0,0,0
AM Rahane,A Ashish Reddy,1,2,0,0,0
AM Rahane,A Kamboj,29,17,3,1,0
AM Rahane,A Kumble,22,14,3,0,0
AM Rahane,A Mishra,96,78,5,3,3
AM Rahane,A Mithun,16,9,1,1,0
AM Rahane,A Nehra,59,43,10,0,0
AM Rahane,A Nortje,7,6,0,1,0
AM Rahane,A Zampa,11,8,1,0,0
AM Rahane,AA Kazi,10,4,0,1,0
AM Rahane,AB Agarkar,39,30,6,0,1
AM Rahane,AB Dinda,9,14,1,0,0
AM Rahane,AC Thomas,4,4,0,0,0
AM Rahane,AD Mathews,52,43,3,1,1
AM Rahane,AD Russell,56,39,5,2,1
AM Rahane,AF Milne,22,17,3,1,0
AM Rahane,AJ Hosein,5,5,0,0,0
AM Rahane,AJ Tye,1,3,0,0,1
AM Rahane,AM Ghazanfar,14,9,0,1,0
AM Rahane,AM Salvi,10,5,0,1,0
AM Rahane,AR Patel,108,83,9,3,2
AM Rahane,AS Joseph,18,8,2,1,0
AM Rahane,AS Rajpoot,4,3,0,0,0
AM Rahane,Abhishek Sharma,13,9,2,0,0
AM Rahane,Akash Deep,23,11,5,0,0
AM Rahane,Akash Madhwal,11,3,1,1,0
AM Rahane,Anand Rajan,13,9,2,0,0
AM Rahane,Ankit Sharma,8,8,1,0,0
AM Rahane,Anureet Singh,11,11,0,1,1
AM Rahane,Arshad Khan,25,8,4,1,0
AM Rahane,Arshdeep Singh,33,26,5,0,2
AM Rahane,Ashwani Kumar,0,1,0,0,1
AM Rahane,Auqib Nabi,18,8,1,2,0
AM Rahane,Avesh Khan,29,12,2,3,0
AM Rahane,Azhar Mahmood,23,20,2,1,0
AM Rahane,B Kumar,109,124,17,0,7
AM Rahane,B Lee,1,8,0,0,0
AM Rahane,B Stanlake,5,2,1,0,0
AM Rahane,BE Hendricks,6,5,0,0,0
AM Rahane,BJ Rohrer,5,2,1,0,0
AM Rahane,BW Hilfenhaus,12,17,1,0,0
AM Rahane,Basil Thampi,3,4,0,0,0
AM Rahane,Bipul Sharma,13,25,0,0,2
AM Rahane,C Bosch,4,2,1,0,1
AM Rahane,C Green,14,5,0,2,1
AM Rahane,C Sakariya,5,3,1,0,0
AM Rahane,C de Grandhomme,9,10,0,0,0
AM Rahane,CH Gayle,1,1,0,0,0
AM Rahane,CH Morris,42,26,4,1,0
AM Rahane,CJ Anderson,6,3,1,0,0
AM Rahane,CJ Jordan,18,9,1,1,0
AM Rahane,CR Brathwaite,14,10,2,0,0
AM Rahane,CR Woakes,22,14,3,1,1
AM Rahane,CV Varun,21,11,1,2,1
AM Rahane,D Wiese,17,10,2,0,0
AM Rahane,D du Preez,0,1,0,0,1
AM Rahane,DA Payne,1,1,0,0,0
AM Rahane,DE Bollinger,5,9,0,0,0
AM Rahane,DG Nalkande,12,6,0,1,1
AM Rahane,DJ Bravo,58,28,8,1,1
AM Rahane,DJ Willey,3,5,0,0,0
AM Rahane,DJG Sammy,10,12,0,0,0
AM Rahane,DL Chahar,32,33,4,1,4
AM Rahane,DL Vettori,13,15,0,0,0
AM Rahane,DP Nannes,13,7,2,0,0
AM Rahane,DR Sams,8,9,0,0,0
AM Rahane,DS Kulkarni,21,25,2,0,2
AM Rahane,DS Rathi,26,19,3,0,1
AM Rahane,DT Christian,11,5,2,0,0
AM Rahane,DW Steyn,18,32,2,0,2
AM Rahane,E Malinga,9,7,0,1,0
AM Rahane,G Coetzee,0,3,0,0,1
AM Rahane,GJ Maxwell,16,13,0,1,0
AM Rahane,GS Sandhu,21,12,3,0,0
AM Rahane,Gurjapneet Singh,13,4,0,2,0
AM Rahane,HH Pandya,66,30,5,5,1
AM Rahane,HV Patel,39,26,6,0,1
AM Rahane,Harbhajan Singh,27,30,1,0,1
AM Rahane,Harmeet Singh,19,11,3,0,0
AM Rahane,Harpreet Brar,2,5,0,0,1
AM Rahane,Harsh Dubey,4,4,0,0,0
AM Rahane,Harshit Rana,10,3,1,1,0
AM Rahane,I Sharma,64,58,8,1,2
AM Rahane,I Udana,14,6,3,0,0
AM Rahane,IC Pandey,14,10,2,0,0
AM Rahane,IK Pathan,43,32,5,1,0
AM Rahane,Imran Tahir,15,20,0,0,1
AM Rahane,Iqbal Abdulla,23,14,1,1,0
AM Rahane,J Little,15,5,0,2,0
AM Rahane,J Suchith,17,14,1,0,0
AM Rahane,J Yadav,10,13,1,0,0
AM Rahane,JA Duffy,10,3,1,1,0
AM Rahane,JA Morkel,25,20,4,0,1
AM Rahane,JC Archer,1,11,0,0,1
AM Rahane,JD Ryder,1,1,0,0,0
AM Rahane,JD Unadkat,36,36,3,1,5
AM Rahane,JE Taylor,10,4,2,0,0
AM Rahane,JEC Franklin,6,4,1,0,0
AM Rahane,JH Kallis,19,18,1,0,0
AM Rahane,JJ Bumrah,67,54,9,0,0
AM Rahane,JL Pattinson,8,6,2,0,0
AM Rahane,JO Holder,29,20,3,1,1
AM Rahane,JP Behrendorff,24,16,3,1,0
AM Rahane,JP Duminy,23,19,3,0,0
AM Rahane,JP Faulkner,19,16,2,0,1
AM Rahane,JPR Scantlebury-Searles,2,2,0,0,0
AM Rahane,JR Hazlewood,4,4,1,0,1
AM Rahane,K Kartikeya,5,9,0,0,1
AM Rahane,K Khejroliya,4,1,1,0,0
AM Rahane,K Rabada,43,35,4,2,1
AM Rahane,K Upadhyay,18,10,2,1,0
AM Rahane,K Yadav,3,3,0,0,0
AM Rahane,KA Pollard,14,11,2,0,1
AM Rahane,KH Pandya,61,53,6,1,4
AM Rahane,KJ Abbott,10,8,2,0,0
AM Rahane,KK Ahmed,28,26,3,1,1
AM Rahane,KMDN Kulasekara,4,1,1,0,0
AM Rahane,KP Appanna,7,7,0,0,1
AM Rahane,KV Sharma,62,52,5,1,3
AM Rahane,KW Richardson,6,6,1,0,0
AM Rahane,Karanveer Singh,1,1,0,0,0
AM Rahane,Kuldeep Yadav,31,35,2,0,3
AM Rahane,L Balaji,9,13,1,0,1
AM Rahane,L Ngidi,6,3,1,0,0
AM Rahane,LH Ferguson,0,1,0,0,1
AM Rahane,LR Shukla,4,4,0,0,0
AM Rahane,Lalit Yadav,0,1,0,0,1
AM Rahane,M Ashwin,14,10,1,0,0
AM Rahane,M Jansen,18,9,0,2,0
AM Rahane,M Kartik,13,13,0,0,0
AM Rahane,M Markande,17,13,0,1,1
AM Rahane,M Morkel,88,68,9,3,1
AM Rahane,M Muralitharan,22,14,1,2,0
AM Rahane,M Prasidh Krishna,30,19,6,0,1
AM Rahane,M Siddharth,9,5,0,1,0
AM Rahane,M Theekshana,11,10,0,1,0
AM Rahane,M Tiwari,3,3,0,0,0
AM Rahane,MA Starc,49,37,6,2,1
AM Rahane,MC Henriques,8,4,0,1,0
AM Rahane,MG Johnson,86,51,14,1,2
AM Rahane,MJ Henry,13,12,1,1,1
AM Rahane,MJ McClenaghan,76,55,11,2,2
AM Rahane,MJ Santner,19,15,3,0,1
AM Rahane,MK Tiwary,4,1,1,0,0
AM Rahane,MM Ali,3,2,0,0,0
AM Rahane,MM Patel,12,7,1,1,0
AM Rahane,MM Sharma,60,41,5,2,2
AM Rahane,MP Stoinis,1,1,0,0,0
AM Rahane,MR Marsh,17,7,3,0,0
AM Rahane,MS Gony,10,7,0,1,0
AM Rahane,Mandeep Singh,6,4,0,0,0
AM Rahane,Mayank Dagar,9,10,0,0,0
AM Rahane,Mohammad Nabi,5,5,1,0,0
AM Rahane,Mohammed Shami,108,69,14,4,0
AM Rahane,Mohammed Siraj,25,39,2,0,3
AM Rahane,Mohsin Khan,7,10,1,0,1
AM Rahane,Mujeeb Ur Rahman,5,6,0,0,0
AM Rahane,Mukesh Kumar,9,8,2,0,1
AM Rahane,Mustafizur Rahman,2,7,0,0,0
AM Rahane,N Burger,0,2,0,0,1
AM Rahane,N Rana,1,2,0,0,1
AM Rahane,NLTC Perera,2,2,0,0,0
AM Rahane,NM Coulter-Nile,55,34,5,3,0
AM Rahane,Navdeep Saini,10,7,2,0,0
AM Rahane,Nithish Kumar Reddy,1,3,0,0,0
AM Rahane,Noor Ahmad,16,17,0,0,1
AM Rahane,P Awana,36,23,4,1,0
AM Rahane,P Kumar,44,56,6,0,1
AM Rahane,P Negi,21,25,0,0,1
AM Rahane,P Suyal,8,6,1,0,0
AM Rahane,PC Valthaty,11,4,1,1,0
AM Rahane,PJ Cummins,29,21,0,3,1
AM Rahane,PJ Sangwan,16,16,3,0,2
AM Rahane,PP Chawla,146,101,17,3,3
AM Rahane,PP Ojha,29,18,1,2,0
AM Rahane,PV Tambe,4,5,1,0,1
AM Rahane,PWH de Silva,13,14,1,0,2
AM Rahane,Parvez Rasool,8,5,1,0,0
AM Rahane,Prince Yadav,2,3,0,0,0
AM Rahane,R Ashwin,54,57,3,1,6
AM Rahane,R Bhatia,9,13,0,0,1
AM Rahane,R Dhawan,14,17,2,0,1
AM Rahane,R Goyal,4,4,0,0,0
AM Rahane,R Parag,11,13,0,0,1
AM Rahane,R Rampaul,10,14,0,1,1
AM Rahane,R Sai Kishore,13,12,1,0,1
AM Rahane,R Sathish,10,10,0,0,0
AM Rahane,R Sharma,29,26,3,0,1
AM Rahane,R Shukla,24,14,5,0,0
AM Rahane,R Tewatia,12,14,1,0,0
AM Rahane,R Vinay Kumar,78,61,7,2,2
AM Rahane,RA Jadeja,39,36,2,1,2
AM Rahane,RD Chahar,12,9,2,0,1
AM Rahane,RE van der Merwe,13,13,1,0,0
AM Rahane,RJ Harris,6,8,1,0,1
AM Rahane,RP Meredith,0,2,0,0,0
AM Rahane,RP Singh,20,28,4,0,0
AM Rahane,RS Bopara,12,13,2,0,0
AM Rahane,Rashid Khan,61,49,4,2,1
AM Rahane,Rasikh Salam,30,14,2,3,0
AM Rahane,Ravi Bishnoi,12,8,2,0,0
AM Rahane,S Aravind,54,27,10,1,0
AM Rahane,S Badree,11,12,1,0,2
AM Rahane,S Dube,1,1,0,0,0
AM Rahane,S Gopal,17,16,1,0,1
AM Rahane,S Kaul,37,37,2,0,1
AM Rahane,S Kaushik,6,5,1,0,0
AM Rahane,S Nadeem,90,70,5,3,4
AM Rahane,S Narwal,5,6,1,0,0
AM Rahane,S Sandeep Warrier,0,1,0,0,1
AM Rahane,S Sreesanth,7,5,1,0,1
AM Rahane,SB Bangar,0,3,0,0,1
AM Rahane,SB Jakati,27,16,4,0,0
AM Rahane,SE Rutherford,1,2,0,0,0
AM Rahane,SH Johnson,1,1,0,0,0
AM Rahane,SK Trivedi,2,4,0,0,0
AM Rahane,SK Warne,1,3,0,0,1
AM Rahane,SL Malinga,48,54,6,0,0
AM Rahane,SM Curran,26,14,6,0,0
AM Rahane,SMSM Senanayake,1,4,0,0,1
AM Rahane,SN Thakur,32,21,5,0,2
AM Rahane,SP Narine,76,61,11,0,4
AM Rahane,SR Watson,23,16,4,0,1
AM Rahane,STR Binny,26,17,5,0,0
AM Rahane,Sakib Hussain,3,6,0,0,1
AM Rahane,Sandeep Sharma,75,79,8,0,2
AM Rahane,Shahbaz Ahmed,15,12,0,1,0
AM Rahane,Shakib Al Hasan,54,50,5,0,2
AM Rahane,Shivam Mavi,7,2,0,1,0
AM Rahane,Shivam Sharma,13,7,0,1,0
AM Rahane,Shivang Kumar,9,8,1,0,0
AM Rahane,Simarjeet Singh,7,4,0,1,0
AM Rahane,Suyash Sharma,29,19,3,1,0
AM Rahane,Swapnil Singh,9,8,0,0,0
AM Rahane,T Natarajan,2,3,0,0,1
AM Rahane,T Shamsi,12,11,2,0,1
AM Rahane,TA Boult,55,51,5,2,3
AM Rahane,TG Southee,26,20,2,1,1
AM Rahane,TS Mills,0,1,0,0,1
AM Rahane,TU Deshpande,12,12,2,0,0
AM Rahane,UT Yadav,108,74,11,5,2
AM Rahane,Umran Malik,1,2,0,0,1
AM Rahane,V Kohli,7,6,1,0,0
AM Rahane,V Nigam,5,2,1,0,0
AM Rahane,V Shankar,9,5,0,1,0
AM Rahane,VG Arora,1,1,0,0,0
AM Rahane,VR Aaron,30,15,4,1,0
AM Rahane,VY Mahesh,3,6,0,0,1
AM Rahane,Vijaykumar Vyshak,7,2,0,1,0
AM Rahane,WD Parnell,26,19,3,1,1
AM Rahane,Washington Sundar,52,31,3,3,1
AM Rahane,XC Bartlett,12,10,1,1,0
AM Rahane,Y Prithvi Raj,17,6,2,1,0
AM Rahane,YK Pathan,12,12,1,0,0
AM Rahane,YS Chahal,46,45,3,0,4
AM Rahane,Yash Dayal,44,18,4,3,0
AM Rahane,Yash Thakur,8,2,2,0,0
AM Rahane,Yudhvir Singh,6,1,0,1,0
AM Rahane,Yuvraj Singh,25,19,0,1,0
AM Rahane,Z Khan,34,33,3,1,2
AM Rahane,Zeeshan Ansari,9,8,1,0,1
AN Ahmed,A Mithun,12,5,1,1,0
AN Ahmed,B Kumar,0,1,0,0,1
AN Ahmed,DE Bollinger,1,1,0,0,0
AN Ahmed,DJ Hussey,4,1,1,0,0
AN Ahmed,J Syed Mohammad,3,2,0,0,0
AN Ahmed,KA Pollard,1,1,0,0,0
AN Ahmed,M Morkel,5,2,1,0,0
AN Ahmed,SK Raina,3,6,0,0,0
AN Ahmed,TA Boult,4,1,1,0,0
AN Ahmed,Z Khan,3,6,0,0,0
AN Ghosh,AM Nayar,0,1,0,0,1
AN Ghosh,JH Kallis,1,2,0,0,0
AN Ghosh,R Vinay Kumar,6,5,1,0,1
AP Dole,DS Kulkarni,11,4,0,1,0
AP Dole,Harbhajan Singh,5,4,0,0,1
AP Dole,Harmeet Singh,0,2,0,0,0
AP Dole,RJ Harris,4,2,1,0,1
AP Dole,SL Malinga,7,5,1,0,0
AP Dole,Z Khan,7,5,1,0,0
AP Majumdar,A Chandila,0,3,0,0,1
AP Majumdar,AA Chavan,16,6,0,2,0
AP Majumdar,HV Patel,9,10,1,0,1
AP Majumdar,Iqbal Abdulla,3,2,0,0,0
